id,short_desc_processed,product,component,reporter,bug_status,resolution,priority,bug_severity,version,short_desc,opendate,dup_list,root_id,disc_id
1939,restrict access directory ftp,Tomcat 3,Config,lhsiung,RESO,INVA,P1,nor,3.1.1,How to restrict access to directory via FTP in Tomcat?,5/29/2001,,,
1940,java ser let request key size java ser vl,Tomcat 4,Unknown,jemiller,RESO,WORK,P1,cri,4.0 B,javax.servlet.request.key-size and javax.servlet.request.cipher-suite attributes not being set correctly for SSL connections in Tomcat 4.0 Beta 5,5/29/2001,,,
1944,request,Tomcat 4,Jasper,dragzhb,RESO,DUPL,P1,nor,4.0 M,request,5/31/2001,[2509],2469.0,1944.0
1945,utf encoding,Tomcat 4,Jasper,dragzhb,RESO,WORK,P1,nor,4.0 M,UTF-8 encoding,5/31/2001,,,
1948,jp bug,Tomcat 3,Connecto,burenkov,RESO,INVA,P1,nor,3.2.1,ajp13 bug,6/1/2001,,,
1949,session attribute unbound shutdown,Tomcat 3,Servlet,thibault.frey,RESO,FIXE,P1,nor,3.3 M,session attributes not unbound on shutdown,6/1/2001,,,
1952,color attribute table content overflow,Fop - No,pdf,rbdave,CLOS,WORK,P1,cri,all,color attribute to table content overflowing on next page,6/1/2001,,,
1954,tag core ct ly initialize count,Taglibs,Unknown,christian.buchegger,CLOS,FIXE,P1,nor,unspe,for tag does not corectly initialize the counter in case the handler is reused,6/1/2001,,,
1955,session handling problem,Tomcat 3,Unknown,ekrem_aksoy,RESO,INVA,P1,nor,3.2.1,Session handling problem,6/1/2001,,,
1956,ant sig seg dk rh,Ant,Core,chris,RESO,DUPL,P3,enh,1.3,"Ant v1.3 SIGSEGV with JDK1.4 (RH7.1, x86)",6/1/2001,,2136.0,1956.0
1957,long filename problem ant bat,Ant,Wrapper,atzur,RESO,FIXE,P3,nor,1.3,Long filenames problems in ant.bat,6/1/2001,,,
1958,ftp task alpha build,Ant,Optional,ggregory,RESO,WONT,P1,nor,1.5,FTP task is not in 1.4alpha builds,6/1/2001,,,
1960,extend standard layout class imp lem,Log4j -,Appender,joelr,RESO,LATE,P1,nor,1.1be,Extending the standard layout class and implementing writeHeader() causes FileAppender to write header multiple times between application activations.,6/1/2001,,,
1961,add nlp mime type default config,Tomcat 3,Config,graham,RESO,WONT,P5,nor,3.2.1,Add JNLP mime type to default config,6/1/2001,,,
1962,lib optional jar miss binary,Ant,Build Pr,spage,RESO,WONT,P1,nor,1.3,lib/optional.jar is missing from the binary ant distribution,6/1/2001,,,
1963,doc mention style task require li,Ant,Document,spage,RESO,FIXE,P1,nor,1.3,docs don't mention that style task requires lib/optional.jar,6/1/2001,,,
1964,java ser let ser let exception miss mess ag,Tomcat 3,Config,mtsinc,RESO,WORK,P5,nor,3.2.x,javax.servlet.ServletException: Missing message for key index.title (CLASSPATH for struts),6/1/2001,,,
1965,parser random validating error parse,Xerces-J,SAX,roytman,NEW,---,P3,maj,1.4,Parser random validating errors when parsing in multiple threads,6/1/2001,,,
1966,unpack war false cause foundation tag lib,Tomcat 4,Jasper,jeff,RESO,FIXE,P1,nor,Night,"unpackWARs=""false"" causes ""foundation"" taglib to fail",6/1/2001,,,
1967,blank blank behavior,Fop - No,page-mas,patr,CLOS,FIXE,P1,nor,0.17,blank-or-not-blank behavior,6/2/2001,,,
1972,text color work page break,Fop - No,pdf,dford,CLOS,FIXE,P1,nor,all,text color not working after a page break,6/2/2001,,,
1973,compiler error org apache util regexp,Xerces-J,Other,n.schmitt,NEW,---,P3,nor,CVS e,compiler errors within org.apache.utils.regexp,6/2/2001,,,
1974,html dom use deprecate type sax,Xerces-J,HTMLDOM,n.schmitt,NEW,---,P5,nor,CVS e,HTMLDOM uses to deprecated types when using SAX2,6/2/2001,,,
1975,share session information jsp,Tomcat 4,Catalina,ddon,RESO,WORK,P1,cri,4.0 M,Sharing session information between JSPs,6/2/2001,,,
1978,problem attribute group import namespace,Xerces-J,Schema-S,thomas2.maesing,RESO,FIXE,P1,maj,1.4,Problem with attributeGroup in imported Namespace,6/3/2001,,,
1979,directory scanner match fail case differ,Ant,Core,bonny.rais,RESO,DUPL,P1,maj,1.3,DirectoryScanner.match fails when case differs on Windows OS's,6/3/2001,,368.0,368.0
1986,netscape compatibility,Tomcat 3,Jasper,rflash,RESO,INVA,P1,nor,3.2.1,Netscape 4.75 compatibility,6/4/2001,,,
1987,location info incorrect qc,Log4j -,Other,paul.houghton,RESO,INVA,P3,nor,1.1,Location info incorrect because FQCN can not be overriden,6/4/2001,,,
1993,ser let input stream read function return si,Tomcat 3,Servlet,rory.carr,RESO,FIXE,P3,nor,3.2.1,"ServletInputStream  read() function returns signed , unsigned int expected",6/4/2001,,,
1994,project helper replace property bug,Ant,Core,skehlet,RESO,WONT,P3,nor,1.5,ProjectHelper.replaceProperties() has a bug in $... expansion,6/4/2001,,,
1995,request dispatcher include fail voc,Tomcat 4,Webapps:,mrobinson,RESO,FIXE,P3,cri,4.0 M,requestDispatcher.include fails on first invocation of webapp,6/4/2001,,,
1996,style task parameter ignore de st dir,Ant,Core tas,spage,RESO,FIXE,P3,nor,1.3,style task's out parameter ignores destdir,6/4/2001,,,
1997,fail task support attribute,Ant,Core tas,boris,RESO,DUPL,P3,maj,1.3,fail task should support unless attribute,6/5/2001,,1380.0,1380.0
1998,linefeed treatment understand,Fop - No,pdf,str8fun,CLOS,FIXE,P3,nor,0.17,linefeed-treatment not understood,6/5/2001,[2127],1998.0,1998.0
2004,jk jp worker pv handle res po,Tomcat 3,Connecto,burenkov,RESO,INVA,P3,maj,3.2.1,"[jk_ajp12_worker.c (596)]: ajpv12_handle_response, error writing back to server",6/5/2001,,,
2008,java doc task description typo undocumented,Ant,Document,rxh,RESO,FIXE,P3,nor,1.3,Javadoc task description typo/undocumented attributes,6/5/2001,,,
2010,xml serialize final,Xerces-J,Serializ,aroy,RESO,FIXE,P3,nor,1.4,XMLSerializer is final,6/5/2001,,,
2011,undocumented attribute generate ant tru,Ant,Document,rxh,RESO,FIXE,P3,nor,1.3,Undocumented attributes generated from antstructure,6/5/2001,,,
2015,add vs ver cc default exclude,Ant,Core tas,bsanders,RESO,FIXE,P3,enh,1.3,Add vssver.scc to default excludes,6/5/2001,,,
2016,mod web app port httpd co,Tomcat 4,Connecto,A.Schild,RESO,FIXE,P3,min,4.0 M,Using mod_webapp without 'Port 80' in httpd.conf fail to load,6/5/2001,,,
2018,kill shutdown process,Tomcat 4,Catalina,dpo,RESO,FIXE,P3,nor,4.0 M,kill the shutdown process,6/6/2001,,,
2022,java lang verify error illegal target jump,Tomcat 3,Unknown,mjremijan,CLOS,LATE,P3,maj,3.3 M,java.lang.VerifyError...Illegal target of jump or branch,6/6/2001,,,
2025,elements substitution group,Xerces-J,Schema-S,mhuffman,CLOS,FIXE,P3,maj,1.4,2 elements in each other's substitutionGroup causes infinite loop,6/6/2001,,,
2026,parser report error parse sche,Xerces-J,Schema-D,nddelima,CLOS,FIXE,P3,nor,1.4,The parser reports errors while parsing a schema having gMonth datatype values with time zones.,6/6/2001,,,
2027,parser support character,Xerces-J,Schema-D,nddelima,CLOS,FIXE,P3,nor,1.4,The parser does not support some of character class block escapes used in regular expressions for patterns,6/6/2001,,,
2028,process content value ignore nd,Xerces-J,Schema-S,mhuffman,CLOS,FIXE,P3,nor,1.4,processContents value ignored on 2nd <any> in sequence,6/6/2001,,,
2029,parser report error,Xerces-J,Schema-D,nddelima,NEW,---,P3,nor,1.4,"The parser does not report errors for some invalid regular expressions used with the facet, pattern",6/6/2001,,,
2033,file find exception deploy war file,Tomcat 3,Webapps,james_thomas,RESO,FIXE,P3,nor,3.2.1,FileNotFoundException when deploying war files without directory entries (e.g. for the MANIFEST),6/6/2001,,,
2035,si type error report,Xerces-J,Schema-S,mhuffman,CLOS,FIXE,P3,nor,1.4,xsi:type error not reported,6/6/2001,,,
2036,xml style jsp tags support jasper,Tomcat 3,Jasper,iillyyaa,RESO,INVA,P3,enh,3.2.1,XML-style JSP tags are not supported by Jasper,6/6/2001,,,
2037,invalid element declaration error report,Xerces-J,Schema-S,mhuffman,CLOS,FIXE,P3,min,1.4,invalid element declaration error not reported,6/6/2001,,,
2038,complex type min occur,Xerces-J,Schema-S,mhuffman,CLOS,FIXE,P3,min,1.4,"<all> in <complexType> cannot have minOccurs=""0""",6/6/2001,,,
2041,identical element ch,Xerces-J,Schema-S,mhuffman,CLOS,FIXE,P3,min,1.4,UPA: cannot have 2 identical <element>s in <choice>,6/6/2001,,,
2042,key ref error miss require field,Xerces-J,Schema-S,mhuffman,CLOS,FIXE,P3,nor,1.4,<keyref> error (missing required <field>) not reported,6/6/2001,,,
2044,error happen class null,Tomcat 3,Unknown,horombo,RESO,FIXE,P3,nor,3.2.1,"Error 500: Can't happen - classname is null, who added this ?",6/6/2001,,,
2045,raster er output distort,Batik -,SVG Rast,email,RESO,DUPL,P3,maj,1.0 B,Rasteriser output distorted,6/7/2001,,1880.0,1880.0
2047,overlapping ele man,Xerces-J,Schema-S,mhuffman,CLOS,FIXE,P3,nor,1.4,UPA: cannot have overlapping <any> and <element> in <choice>,6/7/2001,,,
2048,sequential element complex type,Xerces-J,Schema-S,mhuffman,CLOS,FIXE,P3,nor,1.4,UPA: sequential <element>s in <complexType> cannot overlap,6/7/2001,[2131],2048.0,2048.0
2049,document builder factory expand entity ref wrongly,Xerces-J,JAXP,garyp,RESO,FIXE,P3,maj,1.4,DocumentBuilderFactory expandEntityRef wrongly defaults to false,6/7/2001,,,
2050,model group duplicate element sam,Xerces-J,Schema-S,mhuffman,CLOS,INVA,P3,nor,1.4,model group duplicate <element>s must have same global type,6/7/2001,,,
2053,zip task add parent directory,Ant,Core tas,peterj,RESO,FIXE,P3,nor,1.3,Zip task adds parent directories,6/7/2001,,,
2054,method type class org xml sax tri,Xerces-J,SAX,kayingl,RESO,FIXE,P3,nor,1.3.1,Methods getType() from class org.xml.sax.Attributes produce incorrect output.,6/7/2001,,,
2056,build user authentication functional,Tomcat 3,Auth,gbt,RESO,INVA,P1,blo,3.2.x,Built in user authentication not functional...,6/7/2001,,,
2057,url contain encode special char,Tomcat 3,Unknown,filiperf,RESO,FIXE,P3,nor,Unkno,URL contains encoded special chars,6/7/2001,,,
2059,sax ext list list,Xerces-J,SAX,kayingl,RESO,INVA,P3,nor,1.3.1,SAX2-EXT-1.0: <!ATTLIST a> or <!ATTLIST a > does not trigger the attributeDecl method call,6/7/2001,,,
2060,date layout set dateformat fail simple dat,Log4j -,Layout,vertigino,RESO,FIXE,P3,nor,1.1,DateLayout.setDateFormat fails for a SimpleDateFormat string parameter,6/7/2001,,,
2061,locale implement public,Tomcat 3,Unknown,paint007,RESO,WORK,P3,nor,3.2.1,getLocale() not implemented or not public in HttpServletRequest,6/7/2001,,,
2062,problem use bean tag,Taglibs,Unknown,pradnya.d.jadhav,CLOS,FIXE,P3,nor,unspe,problem with useBean tag,6/7/2001,,,
2063,cookie manager truncate cookie value value,JMeter,Main,mmissire,RESO,FIXE,P2,maj,2.1.1,CookieManager truncates cookie values if values contain '=',6/7/2001,,,
2064,need help validate tag,Taglibs,Unknown,pradnya.d.jadhav,CLOS,INVA,P3,nor,unspe,needed help on Validate Tag,6/7/2001,,,
2066,security check form work,Tomcat 4,Unknown,ckimyt,RESO,FIXE,P3,maj,4.0 B,j_security_check form doesn't seem to work in j2sdkee1.3,6/7/2001,,,
2067,delete task quiet quiet true,Ant,Core tas,kkuip,RESO,FIXE,P3,nor,1.3,"Delete Task is not quiet when ""quiet"" = true",6/7/2001,,,
2069,org apache tomcat core local string miss,Tomcat 3,Unknown,stefan.eissing,RESO,FIXE,P3,nor,3.2.x,org.apache.tomcat.core.LocalStrings missing Response codes,6/8/2001,[2070],2069.0,2069.0
2070,org apache tomcat core local string miss,Tomcat 3,Unknown,stefan.eissing,RESO,DUPL,P3,nor,3.2.x,org.apache.tomcat.core.LocalStrings missing Response codes,6/8/2001,,2069.0,2069.0
2072,class path element java task lea,Ant,Core tas,harras,RESO,DUPL,P3,nor,1.3,classpath element in javac task does not release locked jars,6/8/2001,,383.0,383.0
2073,startup bat crash dk,Tomcat 4,Catalina,dave.gabol,RESO,WONT,P3,blo,4.0 M,Startup.bat crashes with JDK1.3.1,6/8/2001,,,
2074,redefine attribute group restriction,Xerces-J,Schema-S,mhuffman,CLOS,FIXE,P3,nor,1.4,"<redefine> of attributeGroup by ""restriction"" reporting error",6/8/2001,,,
2076,category option converter longer use la,Log4j -,Other,huw,RESO,FIXE,P3,nor,1.1,Category and OptionConverter no longer use ClassLoader for Properties,6/8/2001,,,
2077,info pattern pattern method return,ORO,Main,hyqiao,CLOS,FIXE,P3,nor,2.0.1,info.pattern.getPattern() method always return null.,6/8/2001,,,
2078,outputs internal subset ctype ab,Xerces-J,Serializ,teege,NEW,---,P3,nor,1.4,Outputs internal subset although DOCTYPE disabled.,6/8/2001,,,
2082,ant bat strip occurrence,Ant,Wrapper,Daniel.Barclay,RESO,FIXE,P3,nor,1.3,"ant.bat strips more than just last occurrence of ""\bin\""",6/8/2001,,,
2085,memory error build fo tree,Fop - No,general,jie.li,CLOS,DUPL,P3,maj,0.17,Out of memory error when building FO Tree,6/8/2001,,1063.0,1063.0
2090,tag lib tomcat work real slow,Tomcat 4,Jasper,pero,RESO,DUPL,P3,nor,4.0 M,taglibs in tomcat 4 work real slow,6/8/2001,,8290.0,2090.0
2091,tomcat server automatically shut abn,Tomcat 3,Unknown,harish,RESO,INVA,P3,maj,Unkno,Tomcat server 3 automatically shuts down abnormally; can any body tell why the server is shutting down.,6/8/2001,[2092],2091.0,2091.0
2092,tomcat server automatically shut abn,Tomcat 3,Unknown,harish,RESO,DUPL,P3,maj,Unkno,Tomcat server 3.2 automatically shuts down abnormally; can any body tell why the server is shutting down.,6/8/2001,,2091.0,2091.0
2093,dynamic validation xml schema,Xerces-J,Other,thomas2.maesing,RESO,FIXE,P1,blo,1.4,Dynamic Validation and XML Schema,6/9/2001,,,
2094,number row span implement fo tab,Fop - No,pdf,gutterboy,CLOS,FIXE,P3,min,all,number-rows-spanned not implemented for fo:table-body,6/9/2001,,,
2095,pattern sample render properly,Batik -,GVT,aw,RESO,FIXE,P3,nor,1.0 B,W3C pattern sample is not rendered properly,6/9/2001,,,
2099,jsp test xml test case expect http,Watchdog,Client,stephane,RESO,FIXE,P3,nor,4 (Se,"jsp-gtest.xml: test cases expect ""HTTP/1.0 200 OK""",6/10/2001,,,
2100,apache module ser dll tomcat,Tomcat 3,Unknown,tijmen,CLOS,REMI,P3,min,3.2.2,ApacheModuleJServ.dll not in Tomcat 3.2.2 download,6/10/2001,,,
2101,run bat detect ant directory,Ant,Wrapper,eswierk,RESO,FIXE,P3,nor,1.3,run.bat does not detect Ant directory,6/10/2001,,,
2105,text alignment contain euro sign,Fop - No,pdf,norman.schwerin,CLOS,FIXE,P3,nor,0.17,text-alignment when containing euro sign,6/11/2001,,,
2106,broken justification numeric umlaut entity,Fop - No,pdf,hille,CLOS,FIXE,P3,nor,0.17,broken justification with numeric umlaut entities,6/11/2001,"[16870, 16955]",2106.0,2106.0
2107,indentation -PRON- unit large,Fop - No,pdf,hille,CLOS,INVA,P3,min,0.17,"indentation in ""em"" units is larger than the letter ""m""",6/11/2001,,,
2111,request mechanism indicate progress,Ant,Core tas,donald_l_taylor_jr,RESO,FIXE,P3,enh,1.3,Request mechanism to indicate progress while logging,6/11/2001,,,
2113,filter tag throw parser exception,Tomcat 4,Catalina,zavadsky,RESO,INVA,P3,nor,4.0 M,filter tags throw parser exception unless it is first in the web.xml,6/11/2001,,,
2114,source property package,Fop - No,general,Georg.Stengl,CLOS,INVA,P3,nor,all,no source for the properties-package,6/11/2001,,,
2115,because element consistent constraint,Xerces-J,Schema-S,mhuffman,CLOS,FIXE,P3,nor,1.4,cos-element-consistent constraint not always applied,6/11/2001,,,
2117,dom parser parse processing instruct,Xerces-J,DOM,pashford,RESO,INVA,P3,maj,1.4,DOMParser does not parse a processing instruction properly,6/11/2001,,,
2118,cosi stent beh avi update original loc tio,Tomcat 3,Auth,jmartine,RESO,FIXE,P3,nor,3.2.x,Incosistent behaviuor updating OriginalLocation in FormAuthHandler Class,6/11/2001,[2147],2118.0,2118.0
2120,tar tar file set task typo documentation,Ant,Document,rxh,RESO,FIXE,P3,nor,1.3,Tar/Tarfileset task typo in Documentation,6/11/2001,,,
2121,bracket expression give un ex pec,Regexp,Other,edwin,CLOS,FIXE,P3,nor,unspe,'.' or '-' in bracket expression gives unexpected results,6/11/2001,"[810, 2122]",2121.0,810.0
2122,problem character class sub parser,Regexp,Other,lmoore,CLOS,DUPL,P3,nor,unspe,problem with character class sub-parser,6/11/2001,,2121.0,810.0
2126,class reloading work,Tomcat 4,Jasper,illuusio,RESO,FIXE,P3,nor,Night,Class reloading doesn't work,6/12/2001,,,
2127,preserve line break,Fop - No,pdf,jigesh_v,CLOS,DUPL,P3,cri,0.17,Preserve the Line breaks,6/12/2001,,1998.0,1998.0
2129,namespace type mix validation,Xerces-J,Schema-S,udo.grabowski,RESO,FIXE,P3,maj,CVS e,Namespace and type mixup in validation,6/12/2001,,,
2131,redefine group restriction report,Xerces-J,Schema-S,mhuffman,CLOS,DUPL,P3,nor,1.4,"<redefine> a <group> by ""restriction"" reporting errors",6/12/2001,,2048.0,2048.0
2132,indefinite loop recursive import,Xerces-J,Schema-S,eroy,RESO,FIXE,P3,nor,1.4,Indefinite loop on recursive import,6/12/2001,,,
2134,run test plan stop automatic al,JMeter,Main,Kunle.Adetona,CLOS,FIXE,P3,enh,unspe,Running of TestPlan cannot be stop automatically i.e. without user interaction,6/12/2001,,,
2136,segmentation fault run ant,Ant,Core tas,brendan.reville,RESO,INVA,P3,blo,1.3,Segmentation fault when running ant,6/12/2001,[1956],2136.0,1956.0
2137,va jan tool gui property evaluate fir,Ant,Optional,jay_drummond,RESO,INVA,P3,maj,1.3,VAJAntToolGUI properties are evaluated the first run but not thereafter,6/12/2001,,,
2138,substitute element complex ty,Xerces-J,Schema-S,mhuffman,CLOS,FIXE,P3,maj,1.4,cannot substitute element with same <complexType> as head,6/12/2001,,,
2143,tomcat confuse doc root conte ct config ur,Tomcat 4,Unknown,will,RESO,INVA,P3,maj,4.0 B,Tomcat confused with doc root Contect configuration,6/13/2001,,,
2144,class path style task,Ant,Core tas,nicolas.mailhot,RESO,FIXE,P3,enh,1.3,Classpath and style task,6/13/2001,,,
2145,ji kes java comp lier pass incorrectly format,Tomcat 3,Jasper,mark.shotton,RESO,FIXE,P3,blo,3.2.1,JikesJavaComplier passes incorrectly formatted classpath to Jikes on NT,6/13/2001,,,
2146,tar command file access right,Ant,Core tas,dan.zhao,RESO,INVA,P3,maj,1.3,tar command does not keep the file access right,6/13/2001,[7623],2146.0,2146.0
2147,org apache tomcat request access interceptor,Tomcat 3,Webapps,mark.shotton,RESO,DUPL,P3,nor,3.2.1,org.apache.tomcat.request.AccessInterceptor,6/13/2001,,2118.0,2118.0
2148,forget implement sizeable array,Tomcat 3,Unknown,mgangat,RESO,FIXE,P3,nor,3.2.2,You forgot to implement re-sizeable arrays on security constraints,6/13/2001,,,
2149,org apache tomcat request jd bc realm,Tomcat 3,Auth,mark.shotton,RESO,FIXE,P3,maj,3.2.1,org.apache.tomcat.request.JDBCRealm,6/13/2001,[727],2149.0,727.0
2150,new page table header,Fop - No,page-mas,Georg.Stengl,CLOS,FIXE,P3,maj,all,New page with  a table-header but without any table-body,6/13/2001,,,
2151,clean work,Xerces-J,Build,udo.grabowski,RESO,FIXE,P3,nor,CVS e,make clean does not work,6/13/2001,,,
2152,statement reach error,Tomcat 3,Jasper,raph,RESO,WORK,P3,maj,3.2.2,Get 'Statement not reached' errors when using 'switch case' in JSP page,6/13/2001,,,
2153,border calculate incorrectly,Fop - No,pdf,dyp,CLOS,FIXE,P3,cri,all,Borders are calculated incorrectly,6/13/2001,,,
2154,type string allow schema prefix,Xerces-J,Schema-S,mhuffman,CLOS,FIXE,P3,maj,1.4,"type=""string"" allowed without schema prefix (no default xmlns)",6/13/2001,,,
2155,ant dtd optionally schema help wit,Ant,Document,rxh,RESO,WONT,P3,enh,unspe,Ant DTD and optionally a schema would help with Documentation vagueness,6/13/2001,,,
2156,web xml find manager install war file,Tomcat 4,Catalina,blundberg,RESO,WORK,P3,nor,4.0 B,web.xml not found on manager install of war file,6/13/2001,,,
2157,trace error std err,Batik -,SVG View,vincent.hardy,RESO,FIXE,P3,nor,1.0 B,Trace errors to stderr,6/13/2001,,,
2158,definition include exclude element,Ant,Document,rxh,RESO,FIXE,P3,nor,1.3,Definition of <include> <exclude> elements is vague,6/13/2001,,,
2159,web app context path reusable manager,Tomcat 4,Catalina,blundberg,RESO,FIXE,P3,nor,4.0 B,webapp context path not reusable after manager/remove,6/13/2001,,,
2160,compile task task document,Ant,Document,rxh,RESO,FIXE,P3,nor,1.3,compiletask task not documented,6/13/2001,,,
2161,delete task quiet properly,Ant,Core tas,brumple,RESO,FIXE,P3,nor,1.3,Delete task doesn't do quiet properly,6/13/2001,,,
2165,url mapping provide recursive mapping,Tomcat 3,Config,matt,RESO,INVA,P3,maj,3.2.1,url-mapping does not provide recursive mapping,6/13/2001,,,
2167,conflict xal,Log4j -,Configur,johnh,RESO,WORK,P3,blo,unspe,Conflict with Xalan,6/13/2001,,,
2168,dd creator hang large number deployment,Ant,Optional,spencer.brown,RESO,WONT,P3,cri,1.3,ddcreator hangs on large number of DeploymentDescriptors,6/13/2001,,,
2169,bug org apache xe rce dom defer trn sim pl,Xerces-J,DOM,meliksd1,RESO,FIXE,P3,nor,1.3.1,bug in org.apache.xerces.dom.DeferredAttrNSImpl,6/13/2001,,,
2170,table column overflow endless loop,Fop - No,pdf,gary,CLOS,FIXE,P3,maj,all,Table Column overflow - endless loop,6/13/2001,,,
2171,fail load library ni connect dll,Tomcat 3,Connecto,liy,CLOS,REMI,P3,nor,3.2.1,Failed to loadLibrary() jni_connect.dll,6/14/2001,,,
2173,image uploading problem,Tomcat 3,Servlet,savinash_in,CLOS,REMI,P3,blo,3.2.1,image uploading problem,6/14/2001,,,
2176,http connector set tcp delay,Tomcat 4,Catalina,dylans,RESO,FIXE,P1,enh,4.0 B,HTTP/1.1 Connector does not setTcpNoDelay,6/14/2001,,,
2178,context manager add context invisible mac,Tomcat 3,Config,cgervais,RESO,DUPL,P3,min,3.2.2,Context Manager adds context for invisible Mac OS X files,6/14/2001,,2199.0,2178.0
2180,console append er boss,Log4j -,Appender,ronen.soreq,RESO,INVA,P3,nor,1.1be,Console Appender and JBoss,6/14/2001,,,
2181,socket append er fail transmit serial iz able,Log4j -,Appender,richardwan,RESO,INVA,P3,nor,1.1,socket appender fails to transmit serializable throwable in logging event,6/14/2001,,,
2183,ant fail try delete exist,Ant,Core tas,Jerome,RESO,FIXE,P3,nor,1.3,Ant fails while trying to delete an existing non read-only file.,6/14/2001,,,
2184,ant dump core build,Ant,Build Pr,clongfield,RESO,INVA,P3,min,1.3,Ant dumps core on build.,6/14/2001,,,
2185,attribute dec type garbage report,Xerces-J,Schema-S,mhuffman,CLOS,FIXE,P3,maj,1.4,"attribute decl with type=""garbage"" not reporting error",6/14/2001,,,
2186,ref validator table persist par,Xerces-J,Core,lblanchette,RESO,WORK,P3,maj,1.4,ID & IDREF validator tables persist across parser instances,6/14/2001,,,
2187,element fix value si nil true,Xerces-J,Schema-S,mhuffman,CLOS,FIXE,P3,min,1.4,"<element> with fixed value has xsi:nil=""true"", no error reported",6/14/2001,,,
2188,problem glob matching ie mu match huber,Regexp,Other,christian.mueller,CLOS,INVA,P3,nor,unspe,Problem with glob matching ie mu* matches huber,6/14/2001,,,
2189,error report incorrect namespace,Xerces-J,Schema-S,nddelima,CLOS,FIXE,P3,nor,1.4,Errors not reported for an incorrect namespace prefix on schema components,6/14/2001,,,
2192,distribution batch file work,Tomcat 3,Config,steve,RESO,FIXE,P3,nor,3.3 M,The distribution batch file does not always work.,6/14/2001,,,
2193,include directive use relative path,Tomcat 4,Catalina,garrel,RESO,DUPL,P3,nor,4.0 B,Include Directive Doesn't Use Relative Path,6/15/2001,,2543.0,2193.0
2196,request correctly remote address,Tomcat 3,Connecto,reichhold,RESO,DUPL,P3,maj,3.3 M,Request is not correctly using remote address in 3.3M3,6/15/2001,,2788.0,2196.0
2199,hide dot file load web app,Tomcat 3,Webapps,stemarco,CLOS,LATE,P5,enh,3.2.1,hidden dot-files are loaded as webapps,6/15/2001,[2178],2199.0,2178.0
2202,send redirect en ctype multi form datum,Tomcat 3,Servlet,dbj,RESO,FIXE,P3,cri,3.3 B,"sendRedirect with enctype=""Multipart/form-data"" does not work",6/16/2001,,,
2203,path info completely un escape,Tomcat 3,Servlet,henning.blohm,RESO,FIXE,P3,maj,3.3 M,path info completely unescaped,6/16/2001,,,
2207,embed problem,Fop - No,general,hannesp,CLOS,FIXE,P3,maj,all,Embedding problems,6/18/2001,,,
2208,unable ser let read serialize object ac,Tomcat 3,Servlet,bdz010,RESO,DUPL,P3,maj,3.2.1,Unable in Servlet to read serialized object accepted from  Apache-mod_jk-Ajp13 connection,6/18/2001,,1673.0,1673.0
2212,ser let instance lifecycle implement acc,Tomcat 3,Servlet,klyubin,RESO,INVA,P3,maj,3.2.1,Servlet instance lifecycle not implemented according to Servlet API 2.2 spec,6/18/2001,,,
2216,namespace attribute schema element,Xerces-J,Schema-S,gmann,RESO,FIXE,P3,nor,1.4,Namespaces for attributes of schema elements not processed,6/18/2001,,,
2217,db tags parse error tag library descriptor,Taglibs,DBTags T,scott.centille,CLOS,INVA,P3,nor,unspe,DBTags Parse Error in the tag library descriptor.,6/18/2001,,,
2218,null pointer exception invalid dtd,Xerces-J,DTD,mjones,NEW,---,P3,nor,1.4,NULL Pointer exception on invalid DTD,6/18/2001,,,
2219,admin application break,Tomcat 3,Webapps,ekyu,RESO,FIXE,P3,nor,3.2.2,The admin application is broken,6/18/2001,,,
2220,automatic context reloading work,Tomcat 4,Catalina,jian.cai,RESO,FIXE,P3,nor,4.0 B,Automatic context reloading does not work,6/18/2001,,,
2222,run jsp web application war file fail,Tomcat 4,Catalina,jian.cai,RESO,FIXE,P3,nor,4.0 B,Running jsp web application from WAR file fails,6/18/2001,,,
2224,feature request defer ed logging,Log4j -,Appender,kblack,RESO,INVA,P3,min,unspe,Feature request: defered logging,6/18/2001,,,
2227,miss class startup fop compile,Fop - No,general,matthews,CLOS,FIXE,P3,nor,all,missing class on startup in Fop-0.19.0 compiled download,6/18/2001,"[3109, 3710, 5705]",2227.0,2227.0
2229,duplicate element dec scope,Xerces-J,Schema-S,raul.fiedler,RESO,FIXE,P3,nor,1.4,duplicate element decl in the same scope when using include schemaLocation,6/19/2001,,,
2232,initial context exception throw lookup,Tomcat 4,Catalina,fernando_salazar,RESO,FIXE,P3,enh,4.0 B,NoInitialContextException thrown in lookup(),6/19/2001,,,
2234,java lang method error dom parser java,Xerces-J,Schema-D,nikolaus.steger,RESO,WORK,P3,cri,1.4,java.lang.NoSuchMethodError in DOMParser.java:1132,6/19/2001,,,
2235,mod jk use un parse uri break url rewrite,Tomcat 3,Connecto,rde,CLOS,LATE,P3,nor,3.3.x,mod_jk: use of unparsed_uri breaks URL rewriting,6/19/2001,,,
2236,visual age va load task ability load open,Ant,Optional,Mehmood.Shaikh,CLOS,FIXE,P3,enh,1.3,Visual Age vajload task - ability to load open projects in workspace,6/19/2001,,,
2241,file append er log drive,Log4j -,Appender,joelr,CLOS,WORK,P3,nor,1.1be,"Using FileAppender, cannot log to drives other than C:\",6/19/2001,,,
2242,org apache log rolling file append er class mis,Log4j -,Appender,seidensc,RESO,WORK,P3,blo,unspe,org.apache.log4j.RollingFileAppender class missing from log4j 1.1.3,6/19/2001,,,
